,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8991228070175439,516,2,67,99,0.9801980198019802,0.5963855421686747,0.7415730337078652
1,1,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
2,2,0.8991228070175439,516,2,67,99,0.9801980198019802,0.5963855421686747,0.7415730337078652
3,3,0.8991228070175439,516,2,67,99,0.9801980198019802,0.5963855421686747,0.7415730337078652
4,4,0.8976608187134503,516,2,68,98,0.98,0.5903614457831325,0.7368421052631579
5,5,0.8961988304093568,514,4,67,99,0.9611650485436893,0.5963855421686747,0.7360594795539034
6,6,0.8961988304093568,514,4,67,99,0.9611650485436893,0.5963855421686747,0.7360594795539034
7,7,0.8932748538011696,514,4,69,97,0.9603960396039604,0.5843373493975904,0.7265917602996255
8,8,0.8976608187134503,518,0,70,96,1.0,0.5783132530120482,0.7328244274809159
9,9,0.8976608187134503,518,0,70,96,1.0,0.5783132530120482,0.7328244274809159
10,ensemble_avg,0.8991228070175439,516,2,67,99,0.9801980198019802,0.5963855421686747,0.7415730337078652
11,ensemble_or,0.8961988304093568,514,4,67,99,0.9611650485436893,0.5963855421686747,0.7360594795539034
12,ensemble_uniq_avg,0.8991228070175439,516,2,67,99,0.9801980198019802,0.5963855421686747,0.7415730337078652
13,ensemble_uniq_or,0.8961988304093568,514,4,67,99,0.9611650485436893,0.5963855421686747,0.7360594795539034
