,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8347953216374269,477,0,113,94,1.0,0.45410628019323673,0.6245847176079734
1,1,0.8318713450292398,477,0,115,92,1.0,0.4444444444444444,0.6153846153846153
2,2,0.8318713450292398,477,0,115,92,1.0,0.4444444444444444,0.6153846153846153
3,3,0.8304093567251462,477,0,116,91,1.0,0.4396135265700483,0.610738255033557
4,4,0.827485380116959,477,0,118,89,1.0,0.42995169082125606,0.6013513513513513
5,5,0.8245614035087719,477,0,120,87,1.0,0.42028985507246375,0.5918367346938774
6,6,0.827485380116959,477,0,118,89,1.0,0.42995169082125606,0.6013513513513513
7,7,0.8230994152046783,477,0,121,86,1.0,0.41545893719806765,0.5870307167235495
8,8,0.8128654970760234,477,0,128,79,1.0,0.38164251207729466,0.5524475524475524
9,9,0.8114035087719298,477,0,129,78,1.0,0.37681159420289856,0.5473684210526316
10,ensemble_avg,0.8333333333333334,477,0,114,93,1.0,0.4492753623188406,0.62
11,ensemble_or,0.8435672514619883,477,0,107,100,1.0,0.4830917874396135,0.6514657980456026
12,ensemble_uniq_avg,0.8304093567251462,477,0,116,91,1.0,0.4396135265700483,0.610738255033557
13,ensemble_uniq_or,0.8435672514619883,477,0,107,100,1.0,0.4830917874396135,0.6514657980456026
