,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
1,1,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
2,2,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
3,3,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
4,4,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
5,5,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
6,6,0.9606656580937972,570,0,26,65,1.0,0.7142857142857143,0.8333333333333333
7,7,0.9561270801815431,570,0,29,62,1.0,0.6813186813186813,0.8104575163398693
8,8,0.9561270801815431,570,0,29,62,1.0,0.6813186813186813,0.8104575163398693
9,9,0.9561270801815431,570,0,29,62,1.0,0.6813186813186813,0.8104575163398693
10,ensemble_avg,0.9576399394856279,570,0,28,63,1.0,0.6923076923076923,0.8181818181818181
11,ensemble_or,0.962178517397882,570,0,25,66,1.0,0.7252747252747253,0.840764331210191
12,ensemble_uniq_avg,0.9561270801815431,570,0,29,62,1.0,0.6813186813186813,0.8104575163398693
13,ensemble_uniq_or,0.962178517397882,570,0,25,66,1.0,0.7252747252747253,0.840764331210191
