,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
1,1,0.9485627836611196,570,0,34,57,1.0,0.6263736263736264,0.7702702702702703
2,2,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
3,3,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
4,4,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
5,5,0.9485627836611196,570,0,34,57,1.0,0.6263736263736264,0.7702702702702703
6,6,0.9485627836611196,570,0,34,57,1.0,0.6263736263736264,0.7702702702702703
7,7,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
8,8,0.9485627836611196,570,0,34,57,1.0,0.6263736263736264,0.7702702702702703
9,9,0.9470499243570348,570,0,35,56,1.0,0.6153846153846154,0.761904761904762
10,ensemble_avg,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
11,ensemble_or,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
12,ensemble_uniq_avg,0.9500756429652042,570,0,33,58,1.0,0.6373626373626373,0.7785234899328859
13,ensemble_uniq_or,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
