,best_index,param_index,run,f1,accuracy,false_negatives
0,"['0', '3', '4', '5', '6', '7']",2,1,0.840764331210191,"[0.9621785173978821, 0.9621785173978821, 0.9621785173978821, 0.9621785173978821, 0.9621785173978821, 0.9621785173978821]","[25, 25, 25, 25, 25, 25]"
