,best_index,param_index,run,f1,accuracy,false_negatives
0,"['0', '1', '2', '3', '4', '5']",4,3,0.7290322580645162,"[0.8768328445747801, 0.8768328445747801, 0.8768328445747801, 0.8768328445747801, 0.8768328445747801, 0.8768328445747801]","[84, 84, 84, 84, 84, 84]"
