,best_index,param_index,run,f1,accuracy,false_negatives
0,"['ensemble_avg', 'ensemble_or', 'ensemble_uniq_avg', 'ensemble_uniq_or']",1,2,0.8888888888888891,"[0.9868613138686132, 0.9868613138686132, 0.9868613138686132, 0.9868613138686132]","[9, 9, 9, 9]"
