,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
1,1,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
2,2,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
3,3,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
4,4,0.8757309941520468,523,0,85,76,1.0,0.4720496894409938,0.6413502109704642
5,5,0.8830409356725146,523,0,80,81,1.0,0.5031055900621118,0.6694214876033058
6,6,0.881578947368421,523,0,81,80,1.0,0.4968944099378882,0.6639004149377593
7,7,0.8713450292397661,523,0,88,73,1.0,0.453416149068323,0.6239316239316239
8,8,0.8713450292397661,523,0,88,73,1.0,0.453416149068323,0.6239316239316239
9,9,0.8728070175438597,523,0,87,74,1.0,0.45962732919254656,0.6297872340425532
10,ensemble_avg,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
11,ensemble_or,0.945906432748538,523,0,37,124,1.0,0.7701863354037267,0.8701754385964912
12,ensemble_uniq_avg,0.8830409356725146,523,0,80,81,1.0,0.5031055900621118,0.6694214876033058
13,ensemble_uniq_or,0.945906432748538,523,0,37,124,1.0,0.7701863354037267,0.8701754385964912
