,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9080118694362018,571,15,47,41,0.7321428571428571,0.4659090909090909,0.5694444444444444
1,1,0.9080118694362018,571,15,47,41,0.7321428571428571,0.4659090909090909,0.5694444444444444
2,2,0.9094955489614244,572,14,47,41,0.7454545454545455,0.4659090909090909,0.5734265734265734
3,3,0.9198813056379822,578,8,46,42,0.84,0.4772727272727273,0.6086956521739131
4,4,0.8946587537091988,567,19,52,36,0.6545454545454545,0.4090909090909091,0.5034965034965035
5,5,0.8961424332344213,570,16,54,34,0.68,0.38636363636363635,0.4927536231884058
6,6,0.913946587537092,578,8,50,38,0.8260869565217391,0.4318181818181818,0.5671641791044776
7,7,0.9035608308605341,578,8,57,31,0.7948717948717948,0.3522727272727273,0.4881889763779528
8,8,0.900593471810089,578,8,59,29,0.7837837837837838,0.32954545454545453,0.464
9,9,0.9080118694362018,582,4,58,30,0.8823529411764706,0.3409090909090909,0.4918032786885246
10,ensemble_avg,0.9094955489614244,572,14,47,41,0.7454545454545455,0.4659090909090909,0.5734265734265734
11,ensemble_or,0.913946587537092,567,19,39,49,0.7205882352941176,0.5568181818181818,0.6282051282051282
12,ensemble_uniq_avg,0.913946587537092,578,8,50,38,0.8260869565217391,0.4318181818181818,0.5671641791044776
13,ensemble_uniq_or,0.913946587537092,567,19,39,49,0.7205882352941176,0.5568181818181818,0.6282051282051282
