,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9406528189910979,586,0,40,48,1.0,0.5454545454545454,0.7058823529411764
1,1,0.9406528189910979,586,0,40,48,1.0,0.5454545454545454,0.7058823529411764
2,2,0.9406528189910979,586,0,40,48,1.0,0.5454545454545454,0.7058823529411764
3,3,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
4,4,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
5,5,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
6,6,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
7,7,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
8,8,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
9,9,0.9376854599406528,586,0,42,46,1.0,0.5227272727272727,0.6865671641791045
10,ensemble_avg,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
11,ensemble_or,0.9406528189910979,586,0,40,48,1.0,0.5454545454545454,0.7058823529411764
12,ensemble_uniq_avg,0.9391691394658753,586,0,41,47,1.0,0.5340909090909091,0.6962962962962962
13,ensemble_uniq_or,0.9406528189910979,586,0,40,48,1.0,0.5454545454545454,0.7058823529411764
