,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
1,1,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
2,2,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
3,3,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
4,4,0.945985401459854,640,0,37,8,1.0,0.17777777777777778,0.3018867924528302
5,5,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
6,6,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
7,7,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
8,8,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
9,9,0.9430656934306569,640,0,39,6,1.0,0.13333333333333333,0.23529411764705882
10,ensemble_avg,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
11,ensemble_or,0.945985401459854,640,0,37,8,1.0,0.17777777777777778,0.3018867924528302
12,ensemble_uniq_avg,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
13,ensemble_uniq_or,0.9445255474452555,640,0,38,7,1.0,0.15555555555555556,0.2692307692307693
