,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
1,1,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
2,2,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
3,3,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
4,4,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
5,5,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
6,6,0.8765060240963856,559,39,43,23,0.3709677419354839,0.3484848484848485,0.359375
7,7,0.8780120481927711,561,37,44,22,0.3728813559322034,0.3333333333333333,0.352
8,8,0.8780120481927711,561,37,44,22,0.3728813559322034,0.3333333333333333,0.352
9,9,0.8795180722891566,565,33,47,19,0.36538461538461536,0.2878787878787879,0.3220338983050848
10,ensemble_avg,0.875,558,40,43,23,0.36507936507936506,0.3484848484848485,0.3565891472868217
11,ensemble_or,0.8719879518072289,548,50,35,31,0.38271604938271603,0.4696969696969697,0.42176870748299317
12,ensemble_uniq_avg,0.8765060240963856,559,39,43,23,0.3709677419354839,0.3484848484848485,0.359375
13,ensemble_uniq_or,0.8719879518072289,548,50,35,31,0.38271604938271603,0.4696969696969697,0.42176870748299317
