,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
1,1,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
2,2,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
3,3,0.9531013615733737,570,0,31,60,1.0,0.6593406593406593,0.794701986754967
4,4,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
5,5,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
6,6,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
7,7,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
8,8,0.924357034795764,570,0,50,41,1.0,0.45054945054945056,0.6212121212121212
9,9,0.9107413010590015,570,0,59,32,1.0,0.3516483516483517,0.5203252032520326
10,ensemble_avg,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
11,ensemble_or,0.9531013615733737,570,0,31,60,1.0,0.6593406593406593,0.794701986754967
12,ensemble_uniq_avg,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
13,ensemble_uniq_or,0.9515885022692889,570,0,32,59,1.0,0.6483516483516484,0.7866666666666667
