,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
1,1,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
2,2,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
3,3,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
4,4,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
5,5,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
6,6,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
7,7,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
8,8,0.8680351906158358,485,0,90,107,1.0,0.5431472081218274,0.7039473684210527
9,9,0.8636363636363636,485,0,93,104,1.0,0.5279187817258884,0.6910299003322259
10,ensemble_avg,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
11,ensemble_or,0.8680351906158358,485,0,90,107,1.0,0.5431472081218274,0.7039473684210527
12,ensemble_uniq_avg,0.8651026392961877,485,0,92,105,1.0,0.5329949238578681,0.6953642384105961
13,ensemble_uniq_or,0.8680351906158358,485,0,90,107,1.0,0.5431472081218274,0.7039473684210527
