,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
1,1,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
2,2,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
3,3,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
4,4,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
5,5,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
6,6,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
7,7,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
8,8,0.8391812865497076,521,2,108,53,0.9636363636363636,0.32919254658385094,0.49074074074074076
9,9,0.8464912280701754,518,5,100,61,0.9242424242424242,0.37888198757763975,0.5374449339207048
10,ensemble_avg,0.8421052631578947,521,2,106,55,0.9649122807017544,0.3416149068322981,0.5045871559633027
11,ensemble_or,0.8625730994152047,518,5,89,72,0.935064935064935,0.4472049689440994,0.6050420168067226
12,ensemble_uniq_avg,0.8391812865497076,521,2,108,53,0.9636363636363636,0.32919254658385094,0.49074074074074076
13,ensemble_uniq_or,0.8625730994152047,518,5,89,72,0.935064935064935,0.4472049689440994,0.6050420168067226
