,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8260233918128655,511,2,117,54,0.9642857142857143,0.3157894736842105,0.4757709251101322
1,1,0.8260233918128655,511,2,117,54,0.9642857142857143,0.3157894736842105,0.4757709251101322
2,2,0.8245614035087719,511,2,118,53,0.9636363636363636,0.30994152046783624,0.46902654867256643
3,3,0.8230994152046783,511,2,119,52,0.9629629629629629,0.30409356725146197,0.46222222222222215
4,4,0.8216374269005848,511,2,120,51,0.9622641509433962,0.2982456140350877,0.4553571428571428
5,5,0.8216374269005848,511,2,120,51,0.9622641509433962,0.2982456140350877,0.4553571428571428
6,6,0.8128654970760234,513,0,128,43,1.0,0.25146198830409355,0.40186915887850466
7,7,0.8099415204678363,513,0,130,41,1.0,0.23976608187134502,0.3867924528301887
8,8,0.8157894736842105,513,0,126,45,1.0,0.2631578947368421,0.4166666666666667
9,9,0.8070175438596491,513,0,132,39,1.0,0.22807017543859648,0.3714285714285714
10,ensemble_avg,0.8230994152046783,511,2,119,52,0.9629629629629629,0.30409356725146197,0.46222222222222215
11,ensemble_or,0.8640350877192983,511,2,91,80,0.975609756097561,0.4678362573099415,0.6324110671936759
12,ensemble_uniq_avg,0.8216374269005848,513,0,122,49,1.0,0.28654970760233917,0.44545454545454544
13,ensemble_uniq_or,0.8640350877192983,511,2,91,80,0.975609756097561,0.4678362573099415,0.6324110671936759
