,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8992700729927007,517,0,69,99,1.0,0.5892857142857143,0.7415730337078651
1,1,0.8992700729927007,517,0,69,99,1.0,0.5892857142857143,0.7415730337078651
2,2,0.8992700729927007,517,0,69,99,1.0,0.5892857142857143,0.7415730337078651
3,3,0.8963503649635036,517,0,71,97,1.0,0.5773809523809523,0.7320754716981132
4,4,0.8963503649635036,517,0,71,97,1.0,0.5773809523809523,0.7320754716981132
5,5,0.8875912408759125,517,0,77,91,1.0,0.5416666666666666,0.7027027027027027
6,6,0.8598540145985402,517,0,96,72,1.0,0.42857142857142855,0.6
7,7,0.8510948905109489,517,0,102,66,1.0,0.39285714285714285,0.5641025641025641
8,8,0.7956204379562044,505,12,128,40,0.7692307692307693,0.23809523809523808,0.36363636363636365
9,9,0.8,517,0,137,31,1.0,0.18452380952380953,0.31155778894472363
10,ensemble_avg,0.8963503649635036,517,0,71,97,1.0,0.5773809523809523,0.7320754716981132
11,ensemble_or,0.9416058394160584,505,12,28,140,0.9210526315789473,0.8333333333333334,0.875
12,ensemble_uniq_avg,0.8671532846715329,517,0,91,77,1.0,0.4583333333333333,0.6285714285714286
13,ensemble_uniq_or,0.9416058394160584,505,12,28,140,0.9210526315789473,0.8333333333333334,0.875
