,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
1,1,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
2,2,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
3,3,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
4,4,0.3786549707602339,56,421,4,203,0.32532051282051283,0.9806763285024155,0.4885679903730445
5,5,0.3845029239766082,62,415,6,201,0.3262987012987013,0.9710144927536232,0.48845686512758213
6,6,0.3845029239766082,62,415,6,201,0.3262987012987013,0.9710144927536232,0.48845686512758213
7,7,0.3845029239766082,62,415,6,201,0.3262987012987013,0.9710144927536232,0.48845686512758213
8,8,0.3830409356725146,61,416,6,201,0.32576985413290116,0.9710144927536232,0.4878640776699029
9,9,0.39766081871345027,71,406,6,201,0.3311367380560132,0.9710144927536232,0.49385749385749383
10,ensemble_avg,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
11,ensemble_or,0.3786549707602339,56,421,4,203,0.32532051282051283,0.9806763285024155,0.4885679903730445
12,ensemble_uniq_avg,0.3830409356725146,60,417,5,202,0.3263327948303716,0.9758454106280193,0.4891041162227603
13,ensemble_uniq_or,0.3786549707602339,56,421,4,203,0.32532051282051283,0.9806763285024155,0.4885679903730445
