,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8510324483775811,504,0,101,73,1.0,0.41954022988505746,0.5910931174089069
1,1,0.8510324483775811,504,0,101,73,1.0,0.41954022988505746,0.5910931174089069
2,2,0.8510324483775811,504,0,101,73,1.0,0.41954022988505746,0.5910931174089069
3,3,0.8495575221238938,504,0,102,72,1.0,0.41379310344827586,0.5853658536585366
4,4,0.8495575221238938,504,0,102,72,1.0,0.41379310344827586,0.5853658536585366
5,5,0.8480825958702065,504,0,103,71,1.0,0.40804597701149425,0.5795918367346938
6,6,0.8466076696165191,504,0,104,70,1.0,0.40229885057471265,0.5737704918032787
7,7,0.8421828908554573,504,0,107,67,1.0,0.3850574712643678,0.5560165975103735
8,8,0.8377581120943953,504,0,110,64,1.0,0.367816091954023,0.5378151260504201
9,9,0.8333333333333334,504,0,113,61,1.0,0.3505747126436782,0.5191489361702127
10,ensemble_avg,0.8510324483775811,504,0,101,73,1.0,0.41954022988505746,0.5910931174089069
11,ensemble_or,0.8761061946902655,504,0,84,90,1.0,0.5172413793103449,0.6818181818181819
12,ensemble_uniq_avg,0.8480825958702065,504,0,103,71,1.0,0.40804597701149425,0.5795918367346938
13,ensemble_uniq_or,0.8761061946902655,504,0,84,90,1.0,0.5172413793103449,0.6818181818181819
