,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
1,1,0.8742690058479532,518,0,86,80,1.0,0.4819277108433735,0.6504065040650406
2,2,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
3,3,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
4,4,0.8742690058479532,518,0,86,80,1.0,0.4819277108433735,0.6504065040650406
5,5,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
6,6,0.8698830409356725,518,0,89,77,1.0,0.463855421686747,0.6337448559670782
7,7,0.8771929824561403,518,0,84,82,1.0,0.4939759036144578,0.6612903225806451
8,8,0.8698830409356725,518,0,89,77,1.0,0.463855421686747,0.6337448559670782
9,9,0.8698830409356725,518,0,89,77,1.0,0.463855421686747,0.6337448559670782
10,ensemble_avg,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
11,ensemble_or,0.8786549707602339,518,0,83,83,1.0,0.5,0.6666666666666666
12,ensemble_uniq_avg,0.8728070175438597,518,0,87,79,1.0,0.4759036144578313,0.6448979591836734
13,ensemble_uniq_or,0.8771929824561403,518,0,84,82,1.0,0.4939759036144578,0.6612903225806451
