,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8515037593984962,390,7,72,63,0.9,0.4666666666666667,0.6146341463414634
1,1,0.849624060150376,390,7,73,62,0.8985507246376812,0.45925925925925926,0.6078431372549019
2,2,0.849624060150376,390,7,73,62,0.8985507246376812,0.45925925925925926,0.6078431372549019
3,3,0.849624060150376,390,7,73,62,0.8985507246376812,0.45925925925925926,0.6078431372549019
4,4,0.8439849624060151,392,5,78,57,0.9193548387096774,0.4222222222222222,0.5786802030456852
5,5,0.849624060150376,392,5,75,60,0.9230769230769231,0.4444444444444444,0.6
6,6,0.8176691729323309,393,4,93,42,0.9130434782608695,0.3111111111111111,0.46408839779005534
7,7,0.8157894736842105,393,4,94,41,0.9111111111111111,0.3037037037037037,0.45555555555555555
8,8,0.8176691729323309,393,4,93,42,0.9130434782608695,0.3111111111111111,0.46408839779005534
9,9,0.8139097744360902,393,4,95,40,0.9090909090909091,0.2962962962962963,0.44692737430167595
10,ensemble_avg,0.849624060150376,392,5,75,60,0.9230769230769231,0.4444444444444444,0.6
11,ensemble_or,0.8571428571428571,390,7,69,66,0.9041095890410958,0.4888888888888889,0.6346153846153846
12,ensemble_uniq_avg,0.849624060150376,392,5,75,60,0.9230769230769231,0.4444444444444444,0.6
13,ensemble_uniq_or,0.8571428571428571,390,7,69,66,0.9041095890410958,0.4888888888888889,0.6346153846153846
