,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8778195488721805,397,0,65,70,1.0,0.5185185185185185,0.6829268292682926
1,1,0.8778195488721805,397,0,65,70,1.0,0.5185185185185185,0.6829268292682926
2,2,0.8740601503759399,397,0,67,68,1.0,0.5037037037037037,0.6699507389162561
3,3,0.8721804511278195,397,0,68,67,1.0,0.4962962962962963,0.6633663366336634
4,4,0.8721804511278195,397,0,68,67,1.0,0.4962962962962963,0.6633663366336634
5,5,0.8703007518796992,397,0,69,66,1.0,0.4888888888888889,0.6567164179104478
6,6,0.8646616541353384,397,0,72,63,1.0,0.4666666666666667,0.6363636363636364
7,7,0.8233082706766918,397,0,94,41,1.0,0.3037037037037037,0.4659090909090909
8,8,0.8120300751879699,397,0,100,35,1.0,0.25925925925925924,0.4117647058823529
9,9,0.7819548872180451,397,0,116,19,1.0,0.14074074074074075,0.24675324675324675
10,ensemble_avg,0.8759398496240601,397,0,66,69,1.0,0.5111111111111111,0.676470588235294
11,ensemble_or,0.9097744360902256,397,0,48,87,1.0,0.6444444444444445,0.7837837837837839
12,ensemble_uniq_avg,0.8665413533834586,397,0,71,64,1.0,0.4740740740740741,0.6432160804020101
13,ensemble_uniq_or,0.9097744360902256,397,0,48,87,1.0,0.6444444444444445,0.7837837837837839
