,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
1,1,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
2,2,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
3,3,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
4,4,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
5,5,0.9152046783625731,523,0,58,103,1.0,0.639751552795031,0.7803030303030303
6,6,0.9137426900584795,523,0,59,102,1.0,0.6335403726708074,0.7756653992395437
7,7,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
8,8,0.9108187134502924,523,0,61,100,1.0,0.6211180124223602,0.7662835249042146
9,9,0.9078947368421053,523,0,63,98,1.0,0.6086956521739131,0.7567567567567568
10,ensemble_avg,0.9093567251461988,523,0,62,99,1.0,0.6149068322981367,0.7615384615384616
11,ensemble_or,0.9152046783625731,523,0,58,103,1.0,0.639751552795031,0.7803030303030303
12,ensemble_uniq_avg,0.9122807017543859,523,0,60,101,1.0,0.6273291925465838,0.7709923664122137
13,ensemble_uniq_or,0.9152046783625731,523,0,58,103,1.0,0.639751552795031,0.7803030303030303
