,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
1,1,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
2,2,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
3,3,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
4,4,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
5,5,0.8961988304093568,518,0,71,95,1.0,0.572289156626506,0.7279693486590039
6,6,0.8713450292397661,518,0,88,78,1.0,0.46987951807228917,0.639344262295082
7,7,0.847953216374269,518,0,104,62,1.0,0.37349397590361444,0.543859649122807
8,8,0.8421052631578947,518,0,108,58,1.0,0.3493975903614458,0.5178571428571429
9,9,0.8333333333333334,518,0,114,52,1.0,0.3132530120481928,0.47706422018348627
10,ensemble_avg,0.902046783625731,518,0,67,99,1.0,0.5963855421686747,0.7471698113207548
11,ensemble_or,0.9926900584795322,518,0,5,161,1.0,0.9698795180722891,0.9847094801223241
12,ensemble_uniq_avg,0.8713450292397661,518,0,88,78,1.0,0.46987951807228917,0.639344262295082
13,ensemble_uniq_or,0.9926900584795322,518,0,5,161,1.0,0.9698795180722891,0.9847094801223241
