,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8167155425219942,485,0,125,72,1.0,0.36548223350253806,0.5353159851301115
1,1,0.8167155425219942,485,0,125,72,1.0,0.36548223350253806,0.5353159851301115
2,2,0.8167155425219942,485,0,125,72,1.0,0.36548223350253806,0.5353159851301115
3,3,0.8152492668621701,485,0,126,71,1.0,0.3604060913705584,0.5298507462686567
4,4,0.8152492668621701,485,0,126,71,1.0,0.3604060913705584,0.5298507462686567
5,5,0.8137829912023461,485,0,127,70,1.0,0.3553299492385787,0.5243445692883896
6,6,0.8123167155425219,485,0,128,69,1.0,0.350253807106599,0.518796992481203
7,7,0.8123167155425219,485,0,128,69,1.0,0.350253807106599,0.518796992481203
8,8,0.8020527859237536,485,0,135,62,1.0,0.3147208121827411,0.47876447876447875
9,9,0.8093841642228738,485,0,130,67,1.0,0.3401015228426396,0.5075757575757576
10,ensemble_avg,0.8152492668621701,485,0,126,71,1.0,0.3604060913705584,0.5298507462686567
11,ensemble_or,0.8885630498533724,485,0,76,121,1.0,0.6142131979695431,0.761006289308176
12,ensemble_uniq_avg,0.8152492668621701,485,0,126,71,1.0,0.3604060913705584,0.5298507462686567
13,ensemble_uniq_or,0.8885630498533724,485,0,76,121,1.0,0.6142131979695431,0.761006289308176
