,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8978102189781022,517,0,70,98,1.0,0.5833333333333334,0.7368421052631579
1,1,0.8978102189781022,517,0,70,98,1.0,0.5833333333333334,0.7368421052631579
2,2,0.8934306569343066,517,0,73,95,1.0,0.5654761904761905,0.7224334600760456
3,3,0.891970802919708,517,0,74,94,1.0,0.5595238095238095,0.7175572519083969
4,4,0.8948905109489051,517,0,72,96,1.0,0.5714285714285714,0.7272727272727273
5,5,0.891970802919708,517,0,74,94,1.0,0.5595238095238095,0.7175572519083969
6,6,0.891970802919708,517,0,74,94,1.0,0.5595238095238095,0.7175572519083969
7,7,0.8875912408759125,517,0,77,91,1.0,0.5416666666666666,0.7027027027027027
8,8,0.8744525547445255,511,6,80,88,0.9361702127659575,0.5238095238095238,0.6717557251908398
9,9,0.8861313868613139,517,0,78,90,1.0,0.5357142857142857,0.6976744186046512
10,ensemble_avg,0.8934306569343066,517,0,73,95,1.0,0.5654761904761905,0.7224334600760456
11,ensemble_or,0.8992700729927007,511,6,63,105,0.9459459459459459,0.625,0.7526881720430108
12,ensemble_uniq_avg,0.891970802919708,517,0,74,94,1.0,0.5595238095238095,0.7175572519083969
13,ensemble_uniq_or,0.8992700729927007,511,6,63,105,0.9459459459459459,0.625,0.7526881720430108
