,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
1,1,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
2,2,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
3,3,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
4,4,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
5,5,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
6,6,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
7,7,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
8,8,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
9,9,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
10,ensemble_avg,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
11,ensemble_or,0.747016706443914,250,0,106,63,1.0,0.3727810650887574,0.5431034482758621
12,ensemble_uniq_avg,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
13,ensemble_uniq_or,0.7422434367541766,250,0,108,61,1.0,0.3609467455621302,0.5304347826086956
