,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
1,1,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
2,2,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
3,3,0.8932748538011696,512,1,72,99,0.99,0.5789473684210527,0.7306273062730627
4,4,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
5,5,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
6,6,0.8932748538011696,513,0,73,98,1.0,0.5730994152046783,0.7286245353159851
7,7,0.8888888888888888,513,0,76,95,1.0,0.5555555555555556,0.7142857142857143
8,8,0.8874269005847953,513,0,77,94,1.0,0.5497076023391813,0.7094339622641509
9,9,0.881578947368421,509,4,77,94,0.9591836734693877,0.5497076023391813,0.6988847583643122
10,ensemble_avg,0.8947368421052632,513,0,72,99,1.0,0.5789473684210527,0.7333333333333334
11,ensemble_or,0.8888888888888888,509,4,72,99,0.9611650485436893,0.5789473684210527,0.7226277372262774
12,ensemble_uniq_avg,0.8932748538011696,513,0,73,98,1.0,0.5730994152046783,0.7286245353159851
13,ensemble_uniq_or,0.8888888888888888,509,4,72,99,0.9611650485436893,0.5789473684210527,0.7226277372262774
