,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
1,1,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
2,2,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
3,3,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
4,4,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
5,5,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
6,6,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
7,7,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
8,8,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
9,9,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
10,ensemble_avg,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
11,ensemble_or,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
12,ensemble_uniq_avg,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
13,ensemble_uniq_or,0.8893805309734514,504,0,75,99,1.0,0.5689655172413793,0.7252747252747253
