,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
1,1,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
2,2,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
3,3,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
4,4,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
5,5,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
6,6,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
7,7,0.8789712556732224,570,0,80,11,1.0,0.12087912087912088,0.21568627450980393
8,8,0.8789712556732224,570,0,80,11,1.0,0.12087912087912088,0.21568627450980393
9,9,0.8789712556732224,570,0,80,11,1.0,0.12087912087912088,0.21568627450980393
10,ensemble_avg,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
11,ensemble_or,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
12,ensemble_uniq_avg,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
13,ensemble_uniq_or,0.8804841149773072,570,0,79,12,1.0,0.13186813186813187,0.23300970873786409
