,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
1,1,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
2,2,0.8961988304093568,513,0,71,100,1.0,0.5847953216374269,0.7380073800738007
3,3,0.8991228070175439,513,0,69,102,1.0,0.5964912280701754,0.7472527472527472
4,4,0.9005847953216374,513,0,68,103,1.0,0.6023391812865497,0.7518248175182481
5,5,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
6,6,0.8991228070175439,513,0,69,102,1.0,0.5964912280701754,0.7472527472527472
7,7,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
8,8,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
9,9,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
10,ensemble_avg,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
11,ensemble_or,0.9005847953216374,513,0,68,103,1.0,0.6023391812865497,0.7518248175182481
12,ensemble_uniq_avg,0.8976608187134503,513,0,70,101,1.0,0.5906432748538012,0.7426470588235294
13,ensemble_uniq_or,0.8991228070175439,513,0,69,102,1.0,0.5964912280701754,0.7472527472527472
