,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.7923627684964201,250,0,87,82,1.0,0.48520710059171596,0.6533864541832669
1,1,0.7923627684964201,250,0,87,82,1.0,0.48520710059171596,0.6533864541832669
2,2,0.7899761336515513,250,0,88,81,1.0,0.47928994082840237,0.648
3,3,0.7923627684964201,250,0,87,82,1.0,0.48520710059171596,0.6533864541832669
4,4,0.7875894988066826,250,0,89,80,1.0,0.47337278106508873,0.642570281124498
5,5,0.7875894988066826,250,0,89,80,1.0,0.47337278106508873,0.642570281124498
6,6,0.7828162291169452,250,0,91,78,1.0,0.46153846153846156,0.631578947368421
7,7,0.7613365155131265,250,0,100,69,1.0,0.40828402366863903,0.5798319327731092
8,8,0.7613365155131265,250,0,100,69,1.0,0.40828402366863903,0.5798319327731092
9,9,0.7780429594272077,250,0,93,76,1.0,0.44970414201183434,0.6204081632653061
10,ensemble_avg,0.7875894988066826,250,0,89,80,1.0,0.47337278106508873,0.642570281124498
11,ensemble_or,0.8210023866348448,250,0,75,94,1.0,0.5562130177514792,0.714828897338403
12,ensemble_uniq_avg,0.7875894988066826,250,0,89,80,1.0,0.47337278106508873,0.642570281124498
13,ensemble_uniq_or,0.8210023866348448,250,0,75,94,1.0,0.5562130177514792,0.714828897338403
