,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.8477443609022557,392,5,76,59,0.921875,0.43703703703703706,0.5929648241206029
1,1,0.8477443609022557,392,5,76,59,0.921875,0.43703703703703706,0.5929648241206029
2,2,0.8477443609022557,392,5,76,59,0.921875,0.43703703703703706,0.5929648241206029
3,3,0.8477443609022557,392,5,76,59,0.921875,0.43703703703703706,0.5929648241206029
4,4,0.8439849624060151,392,5,78,57,0.9193548387096774,0.4222222222222222,0.5786802030456852
5,5,0.8345864661654135,392,5,83,52,0.9122807017543859,0.3851851851851852,0.5416666666666667
6,6,0.8308270676691729,392,5,85,50,0.9090909090909091,0.37037037037037035,0.5263157894736842
7,7,0.8308270676691729,392,5,85,50,0.9090909090909091,0.37037037037037035,0.5263157894736842
8,8,0.8214285714285714,392,5,90,45,0.9,0.3333333333333333,0.48648648648648646
9,9,0.8176691729323309,396,1,96,39,0.975,0.28888888888888886,0.4457142857142857
10,ensemble_avg,0.8308270676691729,392,5,85,50,0.9090909090909091,0.37037037037037035,0.5263157894736842
11,ensemble_or,0.881578947368421,392,5,58,77,0.9390243902439024,0.5703703703703704,0.7096774193548387
12,ensemble_uniq_avg,0.8308270676691729,392,5,85,50,0.9090909090909091,0.37037037037037035,0.5263157894736842
13,ensemble_uniq_or,0.881578947368421,392,5,58,77,0.9390243902439024,0.5703703703703704,0.7096774193548387
