,Rule Index,Accuracy,True_Negatives,False_Positives,False_Negatives,True_Positives,Precision,Recall,F1 Score
0,0,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
1,1,0.9328467153284672,630,10,36,9,0.47368421052631576,0.2,0.28125
2,2,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
3,3,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
4,4,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
5,5,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
6,6,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
7,7,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
8,8,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
9,9,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
10,ensemble_avg,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
11,ensemble_or,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
12,ensemble_uniq_avg,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
13,ensemble_uniq_or,0.9313868613138686,629,11,36,9,0.45,0.2,0.27692307692307694
